Word,Happy,Stable,Introvert,Anxious,Depressed
member,3.487216029074425e-05,0.00015894968117469155,0.0005259562241517468,0.016644146047541275,0.055806868626156136
uva,0.4629615207604014,0.4387210327296158,0.6265214412883102,0.5831705574697754,0.47749774554785684
unstable,0.744879336661503,0.5814971927157053,0.9907568422417512,0.8225225284280655,0.6607010530583084
medal,0.6970962269527847,0.6306515590355741,0.913132709846326,0.7545982515228555,0.8438236925317122
tapes,0.9503802512511941,0.7368360607244644,0.9659384592140416,0.8316064828933989,0.9870839299269958
steven,0.9978329928588561,0.8280949280244934,0.9611390427212576,0.9070523437245954,0.8358058058287587
rhythm,0.6863148881271228,0.8690661806751572,0.9892221015274005,0.789560961123654,0.9269586996497574
businesses,0.1142573927149626,0.010204109710696407,0.09144828157959539,0.14598616668807018,0.12433369288843688
shipper,0.8833946880648613,0.582205017661755,0.9634039736647548,0.7753129704111001,0.8161830460235211
forget,0.29269779164722753,0.40354375137252174,0.46647980224729,0.7117702397308108,0.6728312376445906
belt,0.3648362766235056,0.26016831641572313,0.7847534120347608,0.526749965045489,0.8251047742509223
marlins,0.462301079844321,0.3879488321104556,0.7351288615658049,0.6027433103158861,0.5979055181586055
2021,0.9971544711136036,0.8879461420880048,0.8276074921078,0.523750691747378,0.08533138326886003
modeler,0.9410393701648319,0.8326949286828242,0.38212047971207364,0.7538693347238767,0.9662929689301047
advising,0.5979729616309699,0.29771217506406966,0.389446457802503,0.6555056830372348,0.6485992032281753
forgot,0.6301523701037779,0.6410415900498765,0.8619222855588076,0.9848200142998624,0.819673474195107
political,0.6106315716133852,0.43323375036275324,0.00035862712563994315,0.3366047186126804,0.47166681885164885
michigander,0.7677535851505137,0.6481101251747967,0.6624851121341342,0.8190952574733681,0.9088991521713032
ti,0.6747649005147667,0.9293248345273459,0.9553987026146125,0.7062244926479608,0.9329111482380872
motion,0.6837407687861201,0.9997480548088833,0.3517013968862728,0.5451470569154435,0.7307731319079747
rockchalk,0.887127738337389,0.6548840548855916,0.7345422084632169,0.7174466808829352,0.6505990785687681
